,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
136,261.4543594,232.5957472,1613,8994,5245,1900.185891,123926.6184,14620,695,39.41741021,425,5386,1887.568458,162910.4741,3580,290.5835335,4251,711,5720,1956.107517,90434.22882,7505,69.64128868,4413,4452,12975,2031.737187,20084.68469,13670,1025,67.05080239,2524,2503,2023.704367,33220.85103,12475,150.1346038,2076,3447,2065,1966.40678,78491.29216,8890,223.5388631,473.807509,13527,1055,2090,1946.27512,104904.898,7090,650.0004089,1454,2701,2545,1994.880157,39953.77542,2915,325.6114147,1369,2780,2900,2032.755172,16091.04696,3330,620,228.7560868,212.1674712,1835,2338,1996.462754,62246.74523,2835,213.3000498,2016,2496,1895,2007.480211,38849.45805,2625,630.0506444,1066,4120,2660,1931.139098,81991.00321,3185,194.3107356,441,3528,3035,1950.693575,130589.2274,3915,264.1485335,4387,3133,5700,1971.919298,86301.90577,7835,3435,175.208638,1627,5822,1787.126551,282800.051,7465,710,232.9028718,561,2823,1682.064103,347648.6177,2270,11795,314.6067772,12564,12338,1968.700725,78334.65796,26965,32565,238.7187962,8459,11009,1813.16342,184111.45,51045,7522,10931,21205,1933.496109,105641.8406,46005,1680,414.5819891,2149,12454,1959.95976,60883.6602,7520,630,933.0949792,9965,15773,2023.582027,17257.33133,17210,825,5922,3380,1843.997041,120208.9379,5070,1890,269.7100371,871,7222,1849.266471,141834.5029,5305,1884,1978,10435,1657.949209,344433.6428,20920,13770,7956,15839,1821.010223,141386.3584,41160,0
62,179.5734888,172.4445941,2167,7179,5435,1691.224471,176913.7012,9450,6875,404.2511542,268,5215,1972.166171,94111.71697,18640,377.0188873,4519,203,10500,1912.397143,154364.2461,24140,441.0677374,4183,4297,25180,1909.443805,130935.1714,47600,3815,161.5221157,2517,2521,2025.782418,29887.57627,23210,248.4455264,2841,3689,2305,1735.848156,259772.8576,6595,208.0188149,262.0033167,12398,1611,4470,1850.210291,193349.92,18640,188.046445,1606,2967,6465,1926.550657,93016.53823,7280,631.7759679,1561,3629,5620,2037.034698,8430.770148,6115,565,460.2014175,185.7556617,1563,3458,2013.483092,36841.68611,3670,128.9102277,1705,3375,5170,1958.420696,84782.29594,8880,330.1877477,1368,8103,3200,1982.745313,56507.90545,6025,337.7957372,995,7702,4140,1946.968599,107100.2502,5175,155.2239508,1077,6513,4285,1748.5986,124059.8435,7610,8940,178.3706397,1824,6468,1875.784144,162064.9581,16445,4105,162.3067028,951,4589,1847.393491,211977.0907,5795,17335,324.2507575,11767,14462,1934.575296,103842.3956,38020,1995,226.1519541,1952,5953,1913.117479,128994.6366,3740,7342,10539,25625,1925.246829,98712.68737,61950,3605,190.7857476,2638,11442,1684.260563,139356.5281,11415,7310,283.4107555,8909,15170,1800.477461,216284.0301,29050,930,5286,6605,1730.379258,218727.9553,13405,10205,95.51414328,1203,6025,1317.401198,343173.1983,16885,12945,12810,35395,1639.84786,234743.382,140550,29820,5679,13875,1945.781024,87330.63429,72085,1
172,289.5181946,196.4111376,1674,6946,4425,1881.701695,109235.0387,6185,1300,511.1881129,891,5236,1931.216841,102905.3218,8010,385.0698123,4371,898,7375,1934.810847,111194.8557,10575,63.10565635,4389,4303,34435,2036.033251,14700.83162,35045,680,102.3082762,2405,2410,2034.027249,15189.28521,15910,87.32463977,1044,3367,3180,1803.550314,202297.8041,6430,139.2887168,271.6948768,13268,1261,3685,1858.453189,184381.952,299100,193.2028767,1450,2811,3850,1872.737662,210090.4455,4985,178.7008354,1624,4171,7465,1981.525787,73509.07184,9535,1310,196.2248078,151.0707008,1951,2899,1937.311178,90946.52855,4620,91.21056224,2067,2527,4250,1836.072941,209789.7029,7845,377.196177,918,4655,6950,1978.122302,85074.68576,8029,238.4922906,779,3948,5055,1904.738872,159306.8141,5840,153.1026085,5651,4550,11235,1852.963952,186080.0392,20130,9125,149.9048439,1713,4654,1768.248188,198123.2609,14645,915,213.8482379,877,2586,1892.544118,115321.4791,3295,13250,360.7439971,12177,13644,1847.216979,184288.3076,35395,940,356.5485112,1363,3269,1857.774955,171931.0637,3695,7457,9793,36065,1868.644808,166125.7663,9206165,2705,243.5004353,1677,12645,1902.345894,137523.863,13055,4225,305.3679988,10470,16889,1988.397556,75569.47336,37365,1196,5315,6885,1862.310821,143599.3965,15150,1850,249.9770867,1127,6014,1930.645516,128484.0156,7760,6102,6337,23030,1878.400782,188004.6023,54410,31770,6618,15141,1915.573488,128727.1241,83445,0
111,319.1363719,148.9795486,1328,5488,4870,1933.309035,109559.2382,5715,1420,48.78624791,128,4591,1985.530318,59805.62925,6615,168.5523785,4027,172,5160,2013.396318,47553.73731,11105,45.50471615,3979,4024,9735,1992.725218,47656.80842,10875,7695,94.35138026,2449,2397,2039.236912,8439.051511,26415,106.0941647,2008,4122,2465,1918.11359,138258.9526,5840,192.8154553,301.7323468,12407,947,3030,1905.671617,132230.7354,7385,995.9781713,1213,3628,2815,2024.87389,20232.42637,3005,318.7075663,1710,4957,4690,2015.053305,37340.38309,5305,1010,198.2447075,221.9873488,2080,3901,1993.254403,63586.46757,3565,250.2428418,2167,4140,2880,2007.736111,46239.32967,3570,778.7788801,597,4652,3285,1825.613394,22895.82618,3605,307.3254013,1132,5428,3000,1980.051667,70017.339,3755,265.6785491,4201,3697,6090,1950.092775,70550.81652,9215,6230,47.13076898,1178,4203,1447.461133,365398.4119,10025,1640,68.58240661,494,2084,1225.632787,421535.4127,3165,6845,404.9006161,11603,13674,1951.377365,71100.55036,20320,740,93.51895912,1009,2158,1450.709589,384229.0444,2565,6797,10654,19885,1493.020367,272823.7273,35345,2440,175.0341996,1130,9343,1574.987765,274227.9256,8570,760,796.4822135,9480,15659,1990.983973,49832.6769,18230,791,5261,3380,1687.471893,248238.8232,6360,4845,86.35827683,729,5310,1648.962482,225116.6768,8310,2915,2756,18005,1243.086643,439601.0666,59200,18160,5914,12104,1455.754197,238345.1474,46455,0
114,556.5058007,193.2565252,2191,7860,6275,1954.280478,36593.5054,6620,1895,47.60079737,667,4583,2009.21404,35388.62108,9160,32.9386989,4526,107,3630,2000.438017,36768.89079,4350,83.82126286,4023,4158,21500,2038.619535,9332.438502,22335,500,328.6024307,2420,2523,2024.103503,27865.83324,6780,276.4033787,1850,5110,1490,1873.83557,122658.0166,4550,426.6011092,524.0966573,15258,3265,1760,1855.289773,104947.7853,9525,392.8450092,988,2098,1800,1864.058333,70778.31049,2180,48.5244694,1178,1088,720,2041.013889,4722.180363,805,575,284.6672559,301.9511716,2195,2872,1979.984568,49896.09544,2195,156.6310261,2017,2706,1700,1959.970588,69073.44031,2430,752.7262436,741,4397,2015,2005.454094,12647.61762,2255,351.4685964,685,5166,2345,1982.778252,34504.87194,3095,424.6674272,6082,4153,5240,1925.709924,82018.62196,7430,5860,329.540702,2048,5120,1918.715743,95726.77488,9290,1890,324.7412616,872,2295,1907.348936,62129.2825,4240,6060,550.2290049,11968,13226,1878.106926,118529.8752,18405,1425,290.6525314,1367,2895,1942.019444,65741.26351,3225,6853,10853,20570,1901.234322,103917.5708,56030,4185,179.1196193,1660,13288,1933.609321,90423.7473,11480,4815,303.9093938,9014,15433,2034.426348,15026.56467,42085,1082,6014,3710,1911.004043,99937.783,5395,2360,275.9812421,1052,6875,1907.252427,132348.9404,5965,7625,7582,13725,1916.308561,118788.872,41955,30155,8401,18337,1911.355937,87703.48361,63630,0
105,289.788098,180.020926,1348,7379,5145,1671.161322,124399.4667,9135,4410,113.5171105,1098,4653,1085.701485,181174.0998,14175,87.89202507,4445,604,5805,1935.677003,124455.6244,6490,233.5898165,4437,4318,49035,1987.129499,39047.12629,51010,4635,194.5516627,4911,4818,1949.439686,105340.8973,11640,472.3711781,1228,5169,2635,1661.134725,315781.9951,8455,230.080479,317.6366405,12127,1492,2980,1713.496644,337970.2936,11755,454.6917679,2284,4221,2750,1829.276364,189869.8109,3280,251.1006341,1262,4057,3560,2012.151685,38113.86744,4935,2335,417.9896622,418.9718622,2227,3868,1637.01023,222152.5216,4290,156.5123809,2157,3462,2000,1592.585,180267.4328,3850,162.1252874,663,3860,2605,1501.940499,214624.5396,5795,105.3015531,744,3905,2445,1510.633947,297453.2218,4035,168.056923,2602,4776,6830,1426.793558,323093.7334,28185,15775,97.06829083,1684,3423,967.2382739,171147.0183,21105,5900,173.6293762,648,1849,904.7089947,146870.0899,8735,14375,232.142559,11691,14272,1549.414097,294539.3962,31400,955,138.6314318,1089,2625,1342.963504,114062.259,3010,7514,10536,25015,1099.089546,165477.0581,82760,3715,161.2095529,1825,12192,1294.944659,112483.0729,11485,19075,221.3996237,9430,15724,1414.694548,228430.9827,107485,831,4709,6715,1140.104244,208617.1403,11600,3389,130.8696864,851,5539,1088.03072,185810.7671,8109,7337,7571,15920,1115.113065,243272.8842,70545,307960,7875,14629,1007.996847,94731.67207,339675,0
53,161.2614709,145.9451825,1556,7543,5475,1357.79726,136841.6064,9660,6430,256.0892386,1053,4975,953.147797,103961.3161,15395,195.1854677,4249,790,8730,1015.34307,77175.64004,20800,245.6702878,4115,4202,40190,1478.845857,168943.9607,70565,14690,29.18992473,2949,5330,1492.473599,97743.92868,48780,335.5065159,1630,3770,2460,1165.026423,92122.60703,11115,136.0752364,156.2179657,13222,3898,9440,821.8204449,106254.0753,29240,176.2007518,1276,3276,6125,1574.013878,183358.368,15320,149.4785552,926,3181,8955,1823.708543,129905.8347,10310,2745,187.3714811,180.940629,2262,4012,1906.679448,107785.6166,6005,154.713832,2222,3147,3510,1887.941595,125616.337,5240,101.3129705,411,2994,20005,1552.453887,184738.5378,36165,210.2652717,1005,6453,5405,1954.258094,92103.39407,6945,151.9102495,1626,10351,8450,1603.995858,148088.6041,13630,18050,128.8848806,2530,6403,1500.009306,183416.2258,23960,19485,59.43228453,583,3054,1807.654321,213661.8638,34470,13425,340.705411,12111,14065,1530.86932,125234.1334,31140,10720,86.08136763,771,2620,1804.707502,237886.6554,28515,7228,10602,19795,1737.425865,289835.8055,51885,58610,55.11722265,1616,12329,1576.221454,292988.5564,78140,6945,395.4177225,9982,16536,1952.900515,60768.09302,56500,1049,5080,13080,1375.549694,292045.3469,25825,11835,113.8492262,871,7129,1482.469846,236400.9994,18965,12510,12931,30660,1790.522342,248517.153,97385,118055,9497,17550,1669.535816,287020.9729,197280,1
5,199.7649568,109.9022542,1548,6260,7065,1246.059448,153502.7013,8985,8115,226.2692335,270,4681,1258.916814,252933.9075,16590,185.7584043,4075,332,10300,1417.600485,253428.2661,12920,281.565848,4184,4379,52385,1841.671853,136640.4642,55450,2400,235.9445651,2486,2447,1805.516165,94937.31862,37970,115.1210066,1401,3767,5640,1483.873227,177875.8394,9695,250.5609577,191.5647875,12706,992,5015,1388.639083,178310.3164,8565,191.600826,981,2317,4950,1749.884848,78374.93421,5675,323.1525603,1028,3299,6190,1831.354604,85951.33064,6705,945,205.6139123,89.30491111,1366,2651,1762.934705,109000.2041,6535,74.44057812,1208,2353,4130,1609.297821,180311.2164,21750,230.5362035,503,4350,6390,1515.758998,148484.6211,7860,253.967919,890,5283,3175,1962.651969,73401.35446,23640,163.6795135,1225,9723,9980,1329.358717,170481.5537,14475,9640,94.03599781,1090,4342,1272.141085,205937.8607,16090,2110,136.1165846,403,1859,1260.340949,204084.6746,4955,12045,243.5723335,11704,12999,1222.93922,168481.9938,33845,1360,103.6945204,954,2669,1330.720149,150152.7911,4040,7144,10230,27695,1163.874346,156017.4412,84090,4545,123.3663625,1450,10894,1092.81296,152869.4864,14730,19620,340.8691051,9487,15559,1516.962553,233352.0157,93190,684,4819,6145,1330.58991,215782.8375,9740,4485,106.7940209,556,4955,1164.619391,223746.4873,10725,3920,4162,35230,908.9236446,321566.3501,85255,30815,4023,15335,1081.054579,152045.4446,74605,1
156,234.722662,138.589041,1766,8247,9680,1808.387397,168879.0844,12995,10850,196.995892,535,5111,1852.070081,218294.4501,20125,108.6262427,4474,123,3610,2030.339335,19536.56768,4035,432.2359686,4374,4190,20960,2036.445134,11602.23077,24540,875,37.07230018,2533,2665,2037.816909,10187.05964,19445,171.7400487,1715,5853,2255,1963.301552,67420.43235,6270,353.7727184,335.3273786,12826,959,2795,1861.239714,148805.7136,5645,245.8303983,1634,5164,2955,1929.201354,113882.9324,8140,292.9552828,1332,3402,3060,2010.825163,26100.68675,3610,615,346.5445947,197.0161674,1588,2888,1840.004219,177188.6076,2985,130.9368253,1254,2742,2730,1770.791209,238899.7733,3995,314.8111157,1529,8424,3625,1946.413793,80829.87567,5480,162.0821259,512,3492,4015,1919.927771,111022.0371,5065,341.6894798,4475,4114,7595,1900.40948,144213.2767,9575,5585,178.7486355,1628,4641,1828.223815,174173.9642,10120,945,119.7925918,516,2210,1677.317073,316439.1434,2790,15730,325.1057855,12509,14984,1500.108127,208929.1111,29695,2330,1381.017503,1411,7825,1604.333333,363580.3367,4775,7815,10635,24925,1658.211836,198422.0851,78055,3100,161.2908516,1344,11225,1867.469501,153992.9934,11215,615,1029.432254,9779,15689,2029.708037,13510.53238,24505,796,5277,4695,1757.728435,207085.8443,8685,2385,189.2485759,845,6137,1797.156076,215349.9645,6870,6290,6359,12460,1784.723114,223913.0574,29475,37140,8017,15033,1814.252105,156000.4128,76330,0
3,369.4033417,183.1931039,1756,8159,5595,1913.995532,100286.6032,7725,13735,185.2785059,647,4714,1772.405325,196922.247,27255,323.2731943,4568,966,9760,1677.354508,182158.0926,13555,219.3388374,4487,4475,36725,1939.577808,106589.4676,50350,10735,212.248278,2535,2426,1947.46432,105286.488,51935,214.7837692,799,2849,3910,1750.629156,245742.6809,29970,162.1398129,153.9132272,12150,508,4915,1846.881994,195944.102,13565,121.386016,747,6877,8980,1906.866927,153323.5062,15505,237.7563098,647,3670,8335,1669.371326,349777.1177,22255,20775,149.1031454,71.64896814,580,2238,1639.655866,362002.3754,25250,104.2335556,1122,2675,3660,1712.356557,325301.8469,36200,305.7033592,900,3771,6660,1912.244745,125468.2779,8154,232.2384603,339,2936,4220,1925.543839,120533.3215,5095,214.1342218,1281,10056,10485,1775.886505,200764.3743,17280,21890,174.2202609,1426,4235,1552.673004,396285.4094,28465,9850,267.0840789,1062,1834,1660.285135,206606.6903,13550,27000,262.309253,11690,13895,1598.128947,229641.9904,49645,3115,412.7315567,923,3241,1473.060284,340721.0708,5935,6949,10108,38930,1486.223221,279448.8151,133005,5435,235.163095,1584,12164,1647.733755,246311.6972,16515,11655,451.2797857,9666,16279,1893.656496,105063.5635,59995,1000,4918,7090,1527.334274,214911.8657,16079,7205,211.39775,1429,6663,1493.021944,252209.4556,13585,4462,4008,30395,1429.704721,347056.1729,138050,113275,6397,14913,1465.843329,230184.7154,181220,1
161,382.210767,239.0357109,2668,4987,3850,1705.654545,183367.3846,4655,4005,308.698198,336,5156,1666.740243,128127.2825,11820,463.520034,4186,727,6860,1501.217201,170836.1059,9680,43.86429512,4153,4261,31220,2042.049327,7469.723384,31835,565,56.71639323,2439,2364,2041.73172,7292.419651,19370,132.7182097,1104,4000,2925,1763.117949,236164.1656,6365,227.7665674,259.4569013,12966,1410,3810,1728.051181,257036.9147,15210,435.9134274,2099,4952,3040,2008.384868,22516.93082,3510,372.4668504,1221,4514,6455,2029.034082,20034.43571,7215,4065,243.5242742,187.7858443,1594,5146,1871.232916,175015.6512,9260,191.2222344,1742,5366,4715,1885.664899,156803.4317,10625,609.6603785,859,5297,4425,1973.680226,40751.69322,6520,267.3973281,7400,7344,6405,1671.773614,305627.5912,11490,170.1364871,1909,12004,9905,1853.066633,193186.6054,16535,9769,213.0505492,1478,13290,1711.624031,260564.061,16219,2245,126.6831025,725,3256,1677.985047,314087.7979,4920,9980,433.2054648,12764,14133,1871.231138,129845.952,26680,1925,195.1099974,1829,4553,1926.314246,110479.9892,5505,7520,10951,23125,1514.860973,247041.6094,65615,5500,186.6200912,1296,13946,1871.73913,163399.207,15390,3860,322.5283192,9775,15504,2008.739937,46491.97273,49695,895,6110,7580,1850.908971,222220.2754,17685,2945,188.3189043,955,8776,1769.067186,333763.5057,8080,6499,6625,25995,1889.081169,183114.8797,66490,330550,6439,16347,1747.853201,247669.2894,382560,0
49,536.4334112,405.9927623,3009,8371,3490,1965.034384,89601.50885,4160,2255,192.8090796,479,4784,2024.05667,27508.47717,7990,214.456855,4562,346,2915,1992.93482,76449.4846,3190,222.3089028,4123,4096,9730,2037.063207,12107.89374,10175,24835,92.12087135,2492,2418,1453.028371,266364.9019,54090,334.5209253,2308,4638,1390,1900.032374,135343.7076,2445,133.2939769,44.48256772,11827,2806,22820,1299.063322,267939.2911,106080,580.4835179,1914,3792,1275,2027.337255,14180.49802,1660,158.9761931,1656,6312,11210,1520.922837,123363.4164,24480,2005,153.9472218,127.1008355,2243,2933,1780.295354,141188.7435,6525,205.1753309,2153,2809,3420,1750.880117,172674.5763,7620,142.8008489,1592,4201,5275,1319.362085,169885.0746,11350,519.0906148,981,3528,4860,1939.23251,70663.40684,7080,169.2939829,1802,12149,7800,1375.041667,139032.3951,14140,80625,142.7783167,972,5699,1419.455229,304147.3225,87940,9225,97.84534992,689,2249,1175.289687,357273.054,13540,29155,307.6788019,12387,13059,1615.866575,208005.9712,50965,4000,100.1254457,916,3649,1203.963834,210535.0403,6765,1335,7469,15325,1354.344861,192149.7267,384780,5570,180.8384123,2366,14224,1676.766615,153372.5323,15275,29480,137.473429,9774,16063,1942.516413,87285.28279,115235,1108,5743,42935,1586.502853,286710.9781,87110,5550,116.4880605,867,7460,1253.836548,182132.7276,10475,7518,6879,65555,1290.04439,277526.6872,209900,36370,4738,17098,1394.883578,212422.3387,77170,1
35,356.396928,127.0508112,786,4249,3795,1761.114625,75735.40583,4515,480,96.82957865,623,4751,2018.369123,9083.432871,7605,386.6326556,4396,900,6345,1983.137904,81720.32535,7150,461.8524111,4937,4367,7760,2045.481959,1620.839881,7830,3610,86.11593951,3391,3609,1958.688822,96867.34123,23470,104.2548675,2063,4144,2650,1935.286792,98516.84605,8905,134.4160283,63.98269194,12784,1772,18900,1827.992857,252819.8452,34905,269.9921345,1774,3113,4100,2030.331707,14060.50217,4480,191.4222027,1174,2686,3865,1320.576973,50325.45235,5740,1600,134.4152937,141.6550112,1829,2554,1660.605381,182406.508,3830,118.4804796,1674,3149,2575,1653.592233,208385.3056,5890,122.330515,1118,7225,15815,1809.581094,234681.1792,24355,108.7052219,523,3796,3945,1912.596958,104654.4282,5905,249.7861638,1808,9345,7320,1249.803962,109290.8584,9600,32620,134.1385689,2067,6303,1670.315125,275547.346,54405,6510,163.8697653,1273,4688,1637.946418,271384.256,15375,15380,213.6474596,11517,12298,1640.620504,203629.6917,32060,3145,126.4496655,1420,4179,1707.639121,294171.5013,9740,7351,9604,26340,1553.291951,218343.4607,97155,4750,185.3884255,1876,9564,1741.168897,122825.155,12595,7775,326.0674905,4244,6945,1763.678202,74751.39386,27135,1447,10215,8860,1852.719526,155645.467,45780,11745,204.8562988,4324,9102,1020.412602,109430.3155,16665,3504,3433,14290,1677.626662,224510.6041,43630,16695,6240,15146,1536.613913,140666.895,54860,1
80,274.9038673,250.4724016,1073,7853,4965,1491.646526,166324.3554,8455,10965,295.7790697,504,5046,1897.23118,152896.9566,19400,170.0349959,4600,990,5880,1998.02381,53875.23073,6455,183.446996,4049,4311,27370,1980.52722,69400.30699,52085,35,0.0,2749,2478,2046.593489,331.3614601,12015,102.2803995,4905,12242,24735,1803.803315,215324.0068,119005,345.0217486,389.4657428,15359,5149,2280,1996.938596,44592.50062,12880,143.7575576,1496,9296,36620,1888.277444,97935.68381,58730,121.3944343,2125,5912,27440,1987.370445,73609.46682,37315,1220,192.459474,242.500025,1814,2518,1896.250973,116265.6938,3790,141.7840177,1918,2396,2435,1806.349076,130174.4243,3355,305.4387156,1569,8855,4195,1954.084625,69674.51131,6235,90.61606365,677,4028,7140,1873.196779,213218.2071,23160,191.9719744,2083,7936,7945,1962.22467,75700.33152,13280,126715,197.8931898,3867,13838,1781.577673,372119.8899,140555,2315,147.4766034,1139,5778,1896.408228,110082.8682,5475,17135,252.41205,12016,14349,1793.775688,139046.2996,32025,385,525.378173,2694,5680,1987.470226,45978.67211,2820,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,7240,93.82753607,1037,7858,1907.908754,173083.1734,13980,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
77,256.2139915,327.5904945,2997,6653,3490,1964.848138,69295.28639,12395,3485,71.235252,352,4861,1980.432526,55826.2887,9265,174.3610025,4644,366,9020,2022.575942,27281.15111,10125,124.7338028,4535,4390,42965,1989.355871,57366.36026,49800,925,106.7056206,2511,2471,2006.008297,45961.12501,17195,238.8081171,1629,3450,4895,1896.015322,162483.3675,12885,192.3738142,299.416594,12751,1331,2935,1813.781942,167392.4874,8490,135.5339753,2349,3883,7105,1895.612245,139833.1621,21640,248.8446815,990,3467,3265,2005.094946,46697.40293,5205,3670,139.815749,99.84329822,527,3234,1831.766777,143246.3438,8215,151.9438929,1036,2607,4230,1828.911348,172827.92,7890,97.35991378,608,2967,2585,1537.500967,439253.8593,4410,191.9315777,810,5170,9205,1835.046714,147153.195,18140,71.31083929,2366,7664,9700,1775.679381,146570.623,59430,12690,206.5537275,1557,4220,1886.960684,127037.7061,15615,2075,73.80580426,350,1277,1547.88189,423272.2144,3345,53965,211.417052,11493,14924,1805.638949,168997.0362,72425,1395,90.21615692,859,1995,1782.176211,214922.3742,2530,7342,10539,25625,1925.246829,98712.68737,61950,3625,306.274764,3148,9686,1880.486513,215152.2938,13635,6815,196.9643218,4466,8311,1960.680056,119070.4826,13910,1486,5116,9585,1604.865936,288400.3926,33000,19030,97.5879727,1765,9803,1948.735955,105049.037,27040,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
34,689.164667,412.0939728,3937,8474,2910,1828.486254,50452.18108,3810,23055,137.565406,2869,5281,1847.92372,218422.3381,38000,293.0840571,4071,2224,6190,1932.871567,118245.2606,11095,170.051494,4345,4784,40590,2006.239468,36826.11216,57335,715,283.5765521,2827,2376,2003.779476,54474.22284,7585,181.8487265,13450,1220,5180,1792.621622,78029.19274,15295,201.8351941,338.5657463,13057,1061,2960,1875.25,134109.1976,8420,376.5980732,1500,2547,2495,1967.376754,25685.12058,6315,92.23182869,1470,5158,4745,1537.71549,214271.5903,12790,6300,97.87390388,69.22061981,2520,3391,1716.181902,226654.1128,17130,87.95794408,1898,3643,11190,1753.419571,299066.2114,17180,191.3540834,1478,2154,2875,1988.533913,52719.35146,3570,95.75949983,968,6696,13565,1816.049023,226293.4849,20075,100.8534194,4325,5794,9410,1562.224761,235014.0127,59175,3160,205.9879642,1560,3496,1954.982684,59706.54862,8935,28715,418.0321214,12122,12694,1795.19423,100870.9498,48820,44395,182.7409199,12065,16176,1731.253559,276364.6769,93220,580,239.7792586,987,2128,2001.609756,34666.89461,3245,7336,10568,25290,1413.401344,184821.6756,95165,11045,215.7109173,2000,14098,1808.441397,253902.9279,21070,13670,195.5595214,6364,11552,1663.353528,117647.8451,34220,1832,10317,6995,1004.423874,130985.4579,25375,13530,63.34329293,616,5154,1412.958108,331018.5726,20930,7595,7768,16580,1638.364596,237654.8004,43005,111780,10116,17389,1801.429848,168062.5828,151515,1
46,359.1621992,252.3733138,1468,6796,4605,1533.608035,88953.58469,6185,1860,212.915944,345,5293,1780.229912,98460.47031,10385,86.38892713,4415,345,3765,1742.59761,151797.1807,4335,96.52003089,4283,4499,15655,1902.360907,87498.70718,17820,4375,64.58083939,2503,2413,1870.469358,57827.63255,18000,317.556245,2015,6918,2065,1438.881356,149301.6736,5310,170.8167594,100.6554313,12234,1477,10855,1638.268079,227435.3754,21685,162.7603953,2450,7109,3185,1915.544741,72467.50075,5235,1283.81915,3375,6125,2305,2026.815618,13461.51264,2620,795,144.3765879,115.1648143,1378,1951,1449.645609,147392.4661,4040,365.6270146,1431,1675,3595,1626.7121,153325.632,4500,121.2676742,1105,4936,6560,1380.120427,128891.2172,9300,346.3672678,514,3938,5515,1742.660018,114131.1473,6275,535.464854,2847,12147,6185,2008.942603,44169.4866,7310,22195,97.88281137,2196,6083,1496.563199,209935.9795,33825,13330,79.95748082,1070,3042,1441.096006,159249.0076,20465,15230,290.0323669,12346,12986,1262.219397,180228.6144,38430,4140,101.9695731,1259,4029,1463.700297,152333.0556,7510,7227,10284,27735,1689.328466,190360.9323,103020,5990,188.7022475,2169,9928,1761.462125,144128.435,17145,27000,248.1382268,9397,15430,1363.967509,214263.8509,54700,899,6267,9135,1189.102901,282906.944,34775,2455,331.1918169,1275,9791,1950.393359,81604.94361,6370,7290,7071,16055,1577.191218,179631.8582,97165,94460,6201,19415,1494.810893,212064.2514,150645,1
