,minHBint2,VR3_Dt,ECCEN,VR2_Dt,ATS7s,ATS7v,ATS7i,ATS7m,ATS7e,VABC,ATS4e,ATS4m,ATS4i,ATS4s,ATS8e,MDEC-22,ATS8s,ATS8v,SP-0,ATSC8v,ATSC8s,ATSC8m,ATSC8i,SpAD_Dt,AATS8m,AATS8v,VE3_Dt,R_TpiPCTPC,VR2_DzZ,MDEC-33,VR2_Dzs,VR2_Dzp,ATS5e,VR2_D,ATS5m,ATS5s,ATS5v,SdO,fragC,SpDiam_Dt,AATS7v,SpAD_D,ATS1m,CrippenMR,AATS6v,maxaaN,SpDiam_Dzs,SpDiam_Dzp,SpDiam_Dzm,ATSC3v,ATSC3s,ATSC3m,ATSC3i,TPC,ATSC5s,minsOm,minsOH,AATS5v,ATS8i,ATS8m,BCUTw-1h,ATS8p,ATSC2v,ATSC2s,ATS4v,ATSC2m,ATSC2i,ATS3m,WPATH,SpAbs_Dzp,SpAbs_Dzs,ATSC1v,ATSC1i,ATSC1m,MPC9,SHBa,AATSC8v,AATSC8m,EE_Dt,minsF,ATSC0v,ATSC0m,ATSC0i,ATSC7s,ATSC7v,ATSC7i,ATSC7m,SpAD_DzZ,SpAD_Dzi,SpAD_Dzv,SpDiam_D,AATS1v,SsOH,SHBint10,ATS2v,ATS2s,ATS2i,MPC10,ATSC6s,ATSC6v,ATSC6i,ATSC6m,ATSC5v,naasC,VR3_D,VR1_D,VR1_Dt,AMR,ATSC5m,ATSC5i,ATS3v,ATS3s,ATS3e,ATS3i,SHBint9,SHBint8,SHBint2,SHBint7,SHBint6,SHBint5,SHBint4,ATS0s,ATS0v,ATS0i,ATS0m,nTRing,TIC1,TIC2,TIC3,TIC4,TIC5,ATSC4i,ATSC4m,ATSC4s,ATSC4v,MPC6,nAtomP,VR3_Dzs,MPC8,VR3_Dzp,VR3_Dzi,VR1_DzZ,VR1_Dzp,VR1_Dzs,VR1_Dzi,VR1_Dzm,VR1_Dze,AATSC7m,minHBa,ALogp2,SaaN,ATS1v,ATS1i,VR2_Dzv,ATS2m,ATS5i,mindO,TopoPSA,VE3_DzZ,VE3_Dzv,ATS6s,VE3_Dzs,VE3_Dzp,ATS6v,ATS6i,ATS6m,VE3_Dzi,ATS6e,VR1_Dzv,VE3_D,WTPT-1,Class
169,5.519,22.6406,1135,12.2822,475.6667,26848.3248,20292.7939,10114.4817,1002.1443,445.2968,1138.1713,10716.1023,22991.5392,509.4444,1036.7467,10.9103,470.3333,27369.6034,26.1037,-902.4918,-32.5992,-1277.1366,19.188,1059.1609,70.7767,208.9283,-7.0649,5.5134,10.8147,12.9322,9.9798,13.6313,1138.055,11.5982,10624.7459,580.1667,27424.0989,37.3108,349.1,753.6236,213.0819,527.2967,6788.5417,144.0674,199.9382,0.0,315.8972,491.1022,304.4435,-463.5177,-28.7269,-464.4181,11.2976,1658,35.3615,0.0,0.0,191.7769,20805.5829,9271.7498,15.998,190.7639,214.8821,16.8751,28736.5467,690.6596,-12.9529,11026.5219,4675,657.0259,414.7183,-19.3465,-15.1844,112.713,279,51.3413,-6.8893,-9.7491,529.2715,0.0,2887.2001,2078.9411,98.7779,20.4122,207.1352,19.1209,48.9771,406.0877,391.6386,558.8277,390.0433,277.6633,0.0,7.2826,26040.2737,382.3056,16674.8425,302,-38.5463,289.2615,-14.1038,-306.9856,459.2514,7,22.4286,429.1352,454.4421,146.6293,625.9743,-12.9124,29356.956,496.0556,1068.1618,21083.6525,0.0,0.5346,11.6703,14.649,0.0,9.7543,0.0,313.3333,14506.4144,9870.7168,6120.5651,8,225.3491,266.8274,315.1458,337.5103,341.5103,-28.442,-14.8774,-0.4373,-461.3017,162,21,21.8725,246,23.0262,22.3154,400.1421,504.3585,369.2522,416.2088,400.1427,399.9428,0.3887,1.0838,0.7772,0.0,18048.1129,9622.1051,12.2605,10148.034,23143.8733,11.1889,115.7,-3.0739,-3.6033,453.8889,-2.939,-4.8064,26191.9058,21305.4961,9582.0002,-3.537,1043.9933,453.6401,-3.5851,76.121,1
141,5.5,22.6234,1082,22.8188,357.2222,20703.1587,17118.0257,7575.4601,828.8312,380.1146,978.9976,9272.7332,19933.1329,438.7778,767.7623,11.6888,315.6667,18748.1854,23.6561,104.5282,-21.0939,-357.0093,12.4964,799.354,65.4021,191.308,-4.7814,18.0005,24.9696,11.5727,13.3137,15.2183,916.6741,17.4992,8467.2437,414.6389,24263.824,23.9891,322.09,572.9187,195.3128,480.9946,6247.3913,129.3109,199.1103,4.1964,279.3582,346.4249,262.3965,-310.0439,-16.7488,-418.4631,-8.351,1363,-32.8422,0.0,0.0,209.1709,15954.3745,6409.4082,15.9969,132.2727,-83.8303,10.5671,25369.3613,408.8433,-33.8099,9372.035,3926,457.0484,358.8914,67.7227,8.569,104.4919,214,36.6674,1.0666,-3.643,399.677,0.0,2517.515,1780.6579,90.3375,4.9753,-244.8158,-17.6844,36.9727,340.5712,329.2636,415.396,367.3155,286.1372,0.0,0.0,23940.0851,331.1111,14185.5733,243,-9.3085,22.3503,-23.7327,132.2035,-405.3766,7,21.7209,594.972,775.8406,138.1132,-657.8817,5.0135,25796.2612,409.5,910.5913,18117.0943,3.511,0.0,11.7529,11.7622,0.0,2.6922,0.7832,260.3056,13318.6548,8692.0062,5572.0046,6,194.4602,229.8701,276.8896,293.2542,297.2542,9.8751,-138.1866,5.0825,-49.1544,135,32,20.7915,191,21.2461,22.218,848.9681,517.4215,452.6663,688.6303,845.1254,824.5339,0.3488,1.6071,0.1082,12.4415,16595.9549,8584.2555,13.9789,9090.6301,18392.106,11.1583,114.42,-3.3274,-2.5093,377.5,-4.1647,-2.3296,22897.6876,18325.4615,8095.9969,-3.5767,891.2625,475.2813,-5.1889,70.2726,0
122,-0.663,24.1461,1096,28.3188,292.5154,20386.9586,14342.3705,8382.4965,715.1974,402.3404,1007.5292,11022.5179,19744.4093,435.1543,605.3906,18.814,257.8333,18619.9753,23.5179,424.307,-14.2107,-9.5551,23.944,1161.2114,90.9549,238.7176,-11.733,13.824,11.8298,20.232,11.3046,9.5831,953.7116,14.1889,9713.144,449.3272,26382.9577,26.3012,491.05,823.0523,219.2146,478.0815,6808.0812,143.9512,212.8741,4.806,292.9206,345.5797,274.0045,-328.1746,0.5142,-94.7366,-19.0994,1872,22.1141,0.0,0.0,212.7658,11938.2405,7094.485,31.9721,136.0445,-282.4769,0.5077,30645.8121,-4.3774,-7.7359,10752.4469,4064,429.851,382.1385,191.5482,4.7022,118.4917,298,27.7422,5.4398,-0.1225,580.6057,0.0,2621.4364,2100.7706,79.864,5.9503,441.545,0.6599,388.0447,348.9721,342.8779,403.9883,372.6412,320.4834,0.0,0.0,28967.7524,306.3488,13802.7794,338,-15.9097,96.9813,4.4526,-124.5421,-357.5962,12,21.7273,496.6103,991.1594,151.8919,-76.2275,-19.0821,31570.9416,388.1975,945.1999,18300.2702,0.0,0.0,4.8299,0.0,0.0,5.4137,0.0,232.809,14781.2016,8033.0609,6278.3845,13,161.6735,209.0157,263.5638,294.8249,301.5798,-24.1817,33.6431,-1.1266,-760.4715,192,34,20.932,281,20.3537,21.15,414.0426,335.4078,395.6613,421.0948,413.9671,404.0967,4.1725,-1.5988,14.8911,4.806,18908.5224,8179.5718,9.9221,10454.9884,18979.4307,13.0551,87.3,-9.462,-11.7274,320.0278,-12.0055,-13.1689,22777.5322,16513.679,8374.7773,-9.8598,817.5306,347.2743,-7.3934,74.2583,1
105,0.0,50.7808,860,57150.1737,440.2222,27088.8801,19720.0154,8939.3425,975.4323,401.0731,1118.9805,12952.8503,21371.0169,674.0,933.4894,11.7716,480.4444,24996.3059,24.43,692.6547,5.5017,560.7083,7.3194,1222.7986,71.8876,206.581,-120.6084,8.1445,57150.5208,33.2078,81.6463,57149.8495,1116.7095,57150.4332,11429.8558,731.7778,30758.5349,53.3285,410.07,853.1598,211.6319,395.4112,6273.9405,132.2645,225.9954,0.0,241.3655,281.3733,229.5663,52.8266,-9.6146,358.8044,-24.8469,2124,3.0729,0.0,0.0,222.8879,18872.9027,8698.3953,15.9979,174.6117,43.616,-5.283,33412.3029,143.9058,-10.6566,12278.5186,3368,375.3727,322.9067,364.2799,22.4227,-21.3738,378,68.6922,5.7244,4.634,607.2036,0.0,2382.896,1609.4284,80.3826,-5.5417,-184.7896,-11.0859,3.2583,308.0494,302.3053,350.5835,291.4184,313.3188,0.0,19.4447,27552.4456,339.3333,13205.271,414,-78.2986,-1166.641,0.0221,-1598.1534,-568.8437,12,50.7808,2000265.163,2000256.078,144.5014,-665.9427,10.7737,33363.5734,502.3333,984.223,18644.7412,13.5274,0.0,0.0,0.0,0.0,30.425,22.8604,343.6944,13982.4025,8069.3674,5669.1286,12,148.7741,183.4033,210.4229,218.4229,226.4229,-32.3706,216.7185,3.3125,-446.6796,213,35,27.8521,309,50.7807,50.7808,2000268.228,2000244.733,2857.6217,2000273.925,2000268.206,2000268.066,0.0255,3.121,0.5095,0.0,17859.1707,8151.1022,57149.9774,9740.3467,21408.513,13.2134,132.35,-120.1862,-118.9859,475.3333,-31.3217,-119.4052,28023.4269,19045.5804,9098.0477,-120.9871,976.424,2000249.21,-119.4052,73.014,1
53,0.0,26.3679,1232,15.1443,609.25,36924.5788,37790.4169,11210.6506,1749.2142,470.8463,1636.705,13752.975,32986.5727,603.7778,1397.676,30.8213,538.6667,32210.5765,27.5535,496.016,5.8118,547.0105,5.5212,1112.2876,57.0998,175.0575,-7.7393,6.116,13.0707,13.1368,12.2495,10.7593,1823.9244,13.7628,13560.8755,652.6111,44198.1175,26.9311,664.08,746.7476,158.4746,573.792,7819.0532,162.163,164.764,0.0,457.7211,472.6306,368.9167,-331.2138,-8.2695,-183.7561,-8.908,2369,21.5188,0.0,0.0,183.3947,29455.8449,10506.371,15.998,236.7337,193.739,0.6307,43117.5218,11.485,10.8093,13032.9099,5695,618.4436,582.806,129.1137,-13.1046,189.4783,393,48.7009,2.6957,2.9729,556.1438,0.0,3560.2886,2391.3882,108.1592,1.2055,820.6154,6.6296,546.169,480.7544,470.2207,566.524,428.0055,281.61,0.0,0.9858,34704.128,399.6944,21087.9341,464,18.5427,37.2219,1.9123,345.8256,-1599.6387,5,25.9757,564.2732,620.9183,166.5327,-904.4901,-37.5745,40237.7302,502.25,1444.215,29215.3232,0.0,8.1102,0.0,0.0,3.1985,0.0,0.0,274.6458,16747.3899,11318.5087,6599.8541,11,262.3594,327.9491,370.2675,380.632,380.632,-22.1232,-1167.0704,-36.777,-1464.6257,239,11,25.4981,356,24.9663,25.6816,535.9001,441.1327,502.2298,525.209,536.0507,536.7128,2.3441,1.6827,1.5861,0.0,21965.5793,11296.7762,11.7861,12035.2691,37830.0472,13.087,90.66,-5.5857,-3.468,631.1389,-6.5117,-2.6605,42673.8727,41648.2126,12991.8203,-5.8611,1938.2261,483.2316,-5.9132,86.8028,0
5,6.0139,66.8884,1550,90919.394,584.8889,31756.7628,21904.7365,10681.9538,1107.6162,509.5859,1319.7257,14889.7834,25065.9509,781.6667,1074.2945,21.1857,526.6667,29929.9495,30.5344,365.8774,-5.4632,427.0017,-8.0251,1675.4968,72.4984,213.7854,-150.1094,7.5401,90918.5063,29.9335,122.7957,90919.4734,1277.3226,90918.069,13466.2386,821.7778,35924.3628,79.4511,608.08,1197.1744,220.5331,688.9413,7842.6668,165.3539,229.3254,0.0,461.1166,533.904,429.7692,-19.7688,-6.8491,434.7516,-34.0706,2160,-45.6338,0.0,0.0,228.8176,21405.1375,10149.7828,16.0067,209.4613,-456.4581,-3.5681,38853.8649,-86.2943,-13.9182,14546.7686,7385,682.0869,591.2462,216.6063,8.1724,34.1243,358,84.8893,2.6134,3.05,709.7827,0.0,2896.2618,1947.8728,93.027,42.3251,-172.0169,0.8204,21.6007,550.0957,537.4193,635.7852,531.7826,318.2898,0.0,12.0174,33718.6843,435.1111,16136.6213,371,7.0942,-874.8778,15.4636,-930.0064,-334.719,12,66.8884,4000395.038,4000453.337,177.5004,-751.4012,6.6271,39840.851,627.4444,1209.4195,22930.8612,0.0,0.0,12.0278,0.0,14.4807,11.7912,12.0174,448.5,17653.2564,9798.1377,7142.0297,13,169.1536,217.7801,276.3485,312.0,314.0,-24.4907,-130.9768,-45.8167,-398.3165,227,44,37.8167,305,66.8884,66.8884,4000414.275,4000456.831,5403.0116,4000409.396,4000414.297,4000414.432,0.15,2.7191,3.3952,0.0,22280.2861,9797.9556,90919.1719,11942.3386,24230.2308,13.0708,126.48,-148.8037,-150.6176,701.3611,-32.2709,-155.5422,33022.8517,21945.321,11585.1711,-159.1796,1146.2587,4000443.565,-156.1298,91.7392,0
125,0.0,21.5917,1042,7.7248,435.1111,34500.2963,24681.9474,10180.7689,1205.4355,423.0298,1211.3478,12643.6709,24202.2342,488.2222,1179.8797,31.0223,408.1111,32043.5293,25.2166,-372.6229,-8.6006,-197.8947,10.6484,1398.4149,58.0324,200.2721,-3.286,14.742,12.0216,21.9612,10.6359,11.4349,1266.1737,12.8626,12129.2187,489.2222,37739.9924,13.7608,619.05,943.3048,211.6583,474.7764,7049.8648,156.254,217.1203,4.8619,305.1706,321.9723,263.3482,314.3989,2.9618,319.0545,-14.7405,3077,-1.2876,0.0,0.0,225.988,24515.384,9285.1794,15.9949,240.8777,-513.8901,-2.1209,37238.5642,-26.6298,-28.7609,12119.5207,4356,442.0741,409.8829,93.8176,-2.4808,152.856,605,17.6422,-2.3289,-1.2368,697.0568,0.0,2975.5706,1812.9049,94.1263,0.9147,-619.3445,3.102,-320.7096,355.3885,347.1551,411.8135,348.7877,305.3944,0.0,0.0,31406.94,338.6667,16387.1227,736,-10.4283,-280.4003,5.7134,-454.9939,-145.0746,6,23.5293,488.7807,293.543,166.2112,-328.9608,6.2497,36053.3103,432.1111,1144.6977,22926.0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.3611,15849.5476,9282.8136,5823.8216,21,174.6277,228.4186,300.3743,339.6585,344.4134,-5.9344,-79.5115,6.0734,-83.4303,273,30,22.8069,477,23.0822,23.2881,456.8207,434.5254,404.1648,458.7212,456.8135,456.7483,-1.9675,1.7518,11.0696,4.8619,20461.4238,9480.3485,11.4081,10776.7921,25575.8358,13.7608,50.49,-5.7921,-5.5698,467.8889,-3.9333,-5.1026,36693.339,25739.5481,11109.5281,-5.7097,1264.4373,433.5093,-9.9895,81.3639,1
3,0.0,34.2573,1593,44.9734,609.7222,33700.1571,24286.4589,11465.9498,1221.0554,492.8039,1352.7446,14908.5786,26569.112,719.5556,1288.3298,14.3603,574.6111,31357.0015,31.4047,727.2262,-9.5672,556.5328,5.009,1661.3697,63.3404,186.6488,-21.4416,17.9141,35.6721,25.0661,24.3,47.9654,1352.6986,33.6348,12765.462,676.3333,36589.0491,0.0,621.11,1193.2688,214.6507,719.4801,8163.1687,177.2726,225.9905,4.5372,390.3759,503.7825,387.7317,-168.0554,-1.5351,165.4571,-52.0703,2326,-57.0542,0.0,10.5875,213.971,26963.2976,10641.1849,15.9987,225.6102,375.8043,1.4042,39462.0647,516.524,-8.9976,14704.2646,7892,656.757,504.4597,132.6003,-15.9248,18.9193,368,33.091,4.3287,3.3127,709.7827,0.0,3012.9235,2058.6581,115.6081,-31.0971,-1814.298,-53.0209,-1103.1988,500.37,485.2599,601.8768,553.7514,301.684,33.091,0.0,32847.2112,414.3333,17422.5614,398,31.932,-918.3734,-10.4213,-324.0109,603.4469,11,32.95,1513.5655,2023.8037,180.9307,-815.0494,56.5588,38718.0523,572.6667,1176.182,22669.942,7.9803,0.0,0.0,7.9814,0.0,0.0,0.0,365.7222,17679.1028,10625.4708,7264.8059,13,257.249,297.3547,336.1633,344.9182,346.9182,-1.7563,-583.7497,5.8481,-1325.2021,256,43,31.4871,349,34.5471,33.1633,1605.2427,2158.442,1093.4984,1587.0491,1605.5284,1606.5998,-7.0267,10.5875,3.1745,9.0666,22022.9321,10600.8638,42.7487,12380.4997,27549.4118,0.0,167.59,-19.6466,-20.8974,651.1111,-20.4548,-21.8134,35254.5193,24016.1934,12446.3039,-19.6376,1212.5185,1923.692,-19.279,93.5887,0
158,0.831,23.6042,766,65.3834,347.9012,27308.6173,22729.6412,9788.8663,1107.7808,379.6567,1129.1788,9234.3912,23549.0113,341.7222,1070.9053,10.6955,330.4383,23741.4337,20.949,-346.2139,1.298,-105.2564,-22.5547,859.8441,61.8523,169.5817,-18.7323,5.2624,55.7648,16.9035,15.1657,25.6428,1084.1685,38.0152,9678.395,329.6111,28341.5082,0.0,366.07,603.9534,187.0453,351.386,6183.7915,118.0314,189.6279,0.0,210.1703,239.2258,202.7591,-1103.1734,0.5262,-715.003,-39.0828,1591,1.6408,0.0,0.0,195.4587,22187.8347,8659.3246,31.9721,183.686,301.5974,4.6084,28424.9111,221.825,7.0395,9464.414,2632,347.4443,285.0575,85.2123,-5.0865,120.0201,265,29.615,-2.473,-0.7518,429.922,0.0,2714.057,2366.5559,81.2716,-3.761,-446.6993,-13.4275,164.1671,276.7933,279.1927,313.0678,258.6708,283.0719,0.0,1.2286,25252.4019,303.2037,15508.9718,304,-0.9271,-192.0785,11.1085,-820.0628,-199.5076,6,21.9231,1178.4712,2026.8843,128.627,363.8022,-14.1985,28479.1244,327.1204,994.1859,19687.7663,1.2535,2.811,1.7858,2.8728,1.2383,1.2677,0.0,157.5137,12797.2167,8382.868,5928.8,9,192.1711,243.1734,272.8249,282.8249,286.8249,14.9438,-6.3635,-5.1528,223.0023,158,16,19.0744,234,20.7026,20.8451,1728.7095,794.9264,470.1377,832.3358,1758.4405,2398.7506,1.1244,3.6968,1.2486,0.0,16418.1687,8372.0402,39.3424,9571.9219,22395.9889,0.0,93.07,-9.5095,-13.1425,346.9938,-8.9201,-15.774,28633.8114,23684.9332,9717.3902,-9.2807,1142.373,1219.6155,-7.1532,65.4488,0
49,0.0,25.6649,1092,10.7297,612.963,40547.1267,27430.9858,15422.4678,1401.7377,490.978,1395.5182,14703.081,27703.3277,546.9383,1309.2633,30.0055,681.2778,35804.37,0.0,-209.9036,20.3301,-668.4665,13.4186,1704.7063,79.4621,215.689,-6.3425,13.4286,14.4062,26.401,14.7047,14.8152,1406.5536,20.6055,16228.5361,536.6944,43839.889,26.147,679.07,1172.155,225.2618,545.8285,8180.4334,174.476,227.7092,0.0,388.3215,342.1009,273.6153,-142.2301,6.5955,406.3185,-30.886,3093,-6.4022,11.7346,0.0,236.9724,25805.2557,13190.7081,31.9721,252.1145,-277.0983,25.0549,42259.78,237.3451,-7.7435,14430.4641,5546,482.8724,534.1453,168.8833,6.8988,191.9125,602,24.0226,-1.2645,-4.0269,709.7827,0.0,3220.8994,2534.5413,100.4862,-1.8523,-796.1816,-41.2936,-1186.4329,391.2793,404.9803,455.9255,385.803,311.469,0.0,0.0,34755.9779,402.6173,17446.3138,702,-17.0325,-102.7206,-9.8886,-440.679,239.9101,5,28.4056,865.4321,450.6494,168.4559,590.5407,17.6715,40958.0587,473.2099,1244.4165,24308.9804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.5868,17513.9098,9988.3123,7456.9495,17,210.2172,268.3792,334.5831,363.8443,377.4539,9.9053,-231.6458,-11.7177,-140.1265,278,29,26.9885,483,27.02,26.6632,605.0614,622.239,617.5972,571.5639,605.2239,507.2733,-6.5913,-2.1245,18.4573,0.0,22425.7676,10104.4633,12.4184,12750.5627,27830.5286,11.7346,97.87,-12.2186,-9.2517,593.571,-11.2444,-6.371,44175.588,29383.2327,16904.1924,-15.1947,1492.6582,521.5742,-9.4248,89.1906,0
35,5.6769,23.5106,1101,15.5381,534.2222,25826.4389,18316.6383,8985.1897,940.1296,424.5229,1050.1042,11718.6571,20162.2656,650.6111,788.2089,19.7032,369.8889,22034.269,25.6811,-288.0371,-39.581,-358.2348,-10.2048,1020.6888,70.7438,216.0222,-9.9645,6.4876,15.338,18.8681,16.7811,31.0595,1018.4126,13.3305,11420.4173,718.4444,28543.879,65.158,432.08,721.6763,217.0289,498.9305,6702.2005,137.8637,233.7735,0.0,328.5771,418.1905,298.3782,-175.5075,-0.2776,532.2041,-34.3408,1826,41.085,0.0,0.0,230.1926,15560.4526,7215.868,15.999,155.3121,-498.7543,-0.235,29877.6438,-7.4778,-14.0985,11877.8539,4469,542.3397,421.5265,87.5315,2.5084,62.2696,293,69.1295,-2.8239,-3.5121,510.3444,0.0,2414.2587,1668.8427,83.1658,-20.3476,-185.3983,18.697,-374.1393,385.3851,370.9811,485.9051,379.2973,310.3607,0.0,0.0,27457.2893,373.5,13961.324,331,13.6248,-38.5492,15.0945,17.9448,442.9246,8,22.9436,493.2271,574.9114,146.8177,67.424,19.4902,30861.3467,521.6667,995.0392,19065.1154,11.1133,0.0,5.6769,5.8897,5.9546,0.0,0.0,376.3611,14622.3102,8381.613,6069.3607,8,137.8932,177.8513,235.8513,277.1543,292.7639,-27.1451,13.461,14.7179,-269.5665,184,37,23.7953,265,26.0732,23.2322,567.5047,1149.2011,620.9004,533.2407,567.7381,569.1553,-3.144,0.5434,2.71,0.0,18311.2831,8411.3392,36.2347,10258.3987,19474.4827,12.8585,103.86,-9.1131,-8.6047,529.5556,-17.4751,-6.3944,27117.7254,17703.4559,9874.5459,-8.0746,916.1692,1340.683,-6.9613,76.9549,0
80,0.0,26.6848,1325,13.6788,560.6111,38565.3208,35527.6667,11951.4004,1654.4583,483.3797,1426.9114,12679.9566,29429.0386,557.7222,1599.3542,0.0,517.2222,36936.8523,28.6308,1283.8942,18.1229,1030.3962,-7.0309,1224.3993,52.1544,171.0039,-6.098,10.9391,11.6623,13.3826,12.5908,10.5982,1446.7611,12.4251,12705.7328,553.8333,37983.6179,13.6066,582.08,848.1364,175.2969,620.0013,7771.2023,167.8225,200.3879,5.0688,405.5251,479.9243,349.9128,-57.9072,-5.2121,-83.5269,-8.9463,2187,-22.5755,0.0,0.0,203.121,34804.453,11265.3472,18.9984,278.6717,30.9886,7.1041,37130.3407,217.0019,-7.4391,12702.449,6268,643.5461,534.1313,-4.968,-18.1462,183.2901,387,33.2513,5.944,4.7704,612.1996,13.7187,3544.7792,2364.3873,136.6629,15.3293,-474.1324,9.8176,-233.4535,471.2992,452.9789,583.7887,448.7148,284.0637,0.0,0.0,32559.7345,402.5,20159.3931,438,-14.2584,-2397.5502,-51.3984,-1619.2653,-51.5592,7,26.281,521.8529,574.511,175.6812,-585.283,29.0111,37158.4888,511.3889,1330.5482,27295.3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.5833,17154.3231,11430.0656,6728.5296,9,240.5263,300.2257,364.3674,399.8772,401.8772,-18.1211,-310.3998,-18.2244,-636.7192,207,16,26.3367,323,25.6131,26.1443,489.8154,445.1233,528.8132,505.1366,489.8345,489.3787,-1.0612,1.7679,5.682,14.8362,21872.9082,11186.3009,10.7611,11527.2506,29983.5538,13.6066,66.63,-4.6629,-5.0615,542.1667,-3.7843,-5.3913,39276.032,30809.4238,12461.2361,-4.5916,1498.4564,451.9643,-6.8677,88.1496,0
77,7.1134,28.1692,1120,16.2772,900.5556,40257.9047,25524.2738,14819.7472,1364.587,514.95,1456.4147,15128.1463,28109.2671,844.5556,1352.0233,9.2308,754.1111,38206.9234,30.9025,-1110.1233,-120.8036,-1624.9056,-9.9823,1176.3045,79.4033,227.4222,-15.9048,6.7529,372098.9842,37.9844,77.8471,372100.0778,1497.3169,372098.7271,15204.6254,851.2222,39467.8629,81.0441,498.09,760.6561,238.2125,577.3333,7698.4106,153.4238,260.3055,0.0,330.75,373.5946,304.4728,-701.0052,-14.6625,-62.7865,-39.2422,2969,-11.8549,0.0,9.3005,209.9354,25635.7046,13339.7475,16.0069,258.1353,1106.026,32.1186,40825.1854,980.3791,22.5499,14514.8744,5928,563.6257,491.7468,118.069,-5.7656,57.6404,564,92.2189,-6.6079,-9.6721,587.3673,0.0,3170.7819,2220.4018,98.0102,23.6985,-1046.7134,-13.8398,-901.2931,456.5848,448.2829,522.1583,382.662,299.8502,9.3005,18.6489,32959.3239,462.3333,17811.5708,688,66.772,410.3299,29.3153,574.5513,3135.2154,13,71.3289,16000245.27,699.9211,168.3972,1877.8243,62.0888,39797.7042,622.3333,1193.3323,22279.8063,0.0,0.0,7.1134,8.8221,0.0,0.0,0.0,474.7778,17146.9483,10469.6709,7113.5338,9,224.1397,271.3547,323.4084,345.4084,365.4084,-53.1035,4.291,16.6439,-853.8319,270,39,34.8986,454,71.3289,71.3289,16000256.32,16000303.35,3347.4239,16000250.75,16000256.34,16000256.5,-5.3331,0.9371,9.7107,0.0,21589.2162,10200.1586,372099.7418,12117.5158,29856.7422,11.3883,129.13,-146.4325,-157.4618,862.6667,-17.5684,-146.2879,39566.4317,22922.2254,15825.6862,-157.9682,1240.5998,16000288.9,-160.9488,88.0881,0
34,4.8971,32.5294,1154,36.9241,932.75,56626.8464,41111.081,18348.7787,2069.8378,529.8175,1753.5815,16921.103,34680.2023,737.5556,1981.608,30.7997,825.125,52058.4584,30.0011,-1188.2959,-48.7226,-1242.7826,-5.5581,1494.6145,62.3043,200.9979,-7.1589,4.3328,19.8303,27.6418,11.8866,13.2981,1911.268,25.9555,18640.0495,919.6111,53628.9202,44.3973,709.07,966.0988,211.2942,546.035,8177.8636,164.1497,220.2123,0.0,381.1805,332.9219,299.0273,-38.9394,-7.9974,226.8228,-19.9517,3696,54.2027,0.0,0.0,217.1211,39795.4632,16136.8223,15.999,376.8603,84.8608,-2.934,49687.5655,42.0613,2.1675,14978.3676,5742,527.6796,584.0012,171.5347,-3.6337,163.8879,714,60.5446,-4.588,-4.7984,709.7827,0.0,3738.5583,2452.8106,107.4429,-48.5249,-537.4582,5.7882,-930.5401,461.6829,460.5651,496.6526,349.6356,292.045,0.0,1.8429,37158.9738,425.4306,20985.468,860,42.8736,478.5854,5.051,594.7493,861.1866,9,30.9785,1142.0424,1624.6611,179.1881,785.8889,9.4502,45049.9871,578.3611,1500.5119,29621.5005,1.8793,0.0,4.8971,0.0,4.9643,5.0286,0.6538,330.7292,18171.2199,11588.6573,7040.4865,13,260.7285,348.7447,418.7447,446.7447,448.7447,-18.2512,-36.7247,-26.6026,-364.5178,343,10,27.5422,588,28.036,29.7179,872.5314,585.1157,523.0107,857.5401,872.4594,872.717,-3.4722,1.9494,0.4875,0.0,23655.6456,11474.8698,28.769,12677.4027,38014.4178,14.6015,84.94,-7.6015,-6.2499,951.5278,-6.8174,-3.5644,57034.9754,39590.1121,19612.4207,-7.2612,1998.5071,1265.8346,-9.3021,92.7522,0
